site_code,trt,plot,block,cover_year,Sample_ID,N,P,K,Exclose,Rootsgperm2,pH_rootsample
trel.us,Control,9,1,2011,1159,0,0,0,0,118.6057313,6.57
trel.us,NPK,10,1,2011,1160,1,1,1,0,29.53807126,6.81
trel.us,NPK+Fence,13,2,2011,1163,1,1,1,1,57.36141229,6.73
trel.us,Control,20,2,2011,1170,0,0,0,0,50.19426668,6.14
trel.us,NPK+Fence,28,3,2011,1178,1,1,1,1,70.24062007,6
trel.us,P,14,2,2011,1164,0,1,0,0,94.57801185,6.62
trel.us,PK,21,3,2011,1171,0,1,1,0,278.0745385,6.28
trel.us,N,22,3,2011,1172,1,0,0,0,86.79762978,6.28
trel.us,PK,19,2,2011,1169,0,1,1,0,183.2351457,6.14
trel.us,P,4,1,2011,1154,0,1,0,0,101.9834215,6.54
trel.us,Fence,16,2,2011,1166,0,0,0,1,45.57936792,6.27
trel.us,K,17,2,2011,1167,0,0,1,0,180.206795,6.18
trel.us,Fence,25,3,2011,1175,0,0,0,1,97.44319856,6.21
trel.us,K,30,3,2011,1180,0,0,1,0,165.3997478,7.07
trel.us,NK,11,2,2011,1161,1,0,1,0,134.6735089,6.46
trel.us,NP,8,1,2011,1158,1,1,0,0,42.07785212,7.1
trel.us,PK,6,1,2011,1156,0,1,1,0,253.1807538,6.82
ukul.za,NK,9,1,2012,759,1,0,1,0,175.1256504,5.36
ukul.za,N,18,2,2012,768,1,0,0,0,74.4069609,4.63
ukul.za,NP,1,1,2012,751,1,1,0,0,97.58159136,4.89
ukul.za,Control,22,3,2012,772,0,0,0,0,55.92881225,5.75
ukul.za,K,28,3,2012,778,0,0,1,0,182.9424307,5.67
ukul.za,Control,30,3,2012,780,0,0,0,0,487.3865094,6
ukul.za,NPK,10,1,2012,760,1,1,1,0,132.4427544,5
ukul.za,PK,29,3,2012,779,0,1,1,0,153.301842,5.55
ukul.za,P,3,1,2012,753,0,1,0,0,40.71163825,5.6
ukul.za,P,11,2,2012,761,0,1,0,0,320.0001288,5.56
ukul.za,Control,5,1,2012,755,0,0,0,0,416.7360207,5.86
ukul.za,NP,21,3,2012,771,1,1,0,0,136.3507555,5.35
ukul.za,NK,14,2,2012,764,1,0,1,0,402.8831018,5.08
ukul.za,N,6,1,2012,756,1,0,0,0,147.8255635,5.18
ukul.za,NPK,25,3,2012,775,1,1,1,0,298.5505156,4.86
ukul.za,K,13,2,2012,763,0,0,1,0,183.8305618,5.6
ukul.za,PK,16,2,2012,766,0,1,1,0,35.53499715,5.81
ukul.za,NK,24,3,2012,774,1,0,1,0,206.2023617,4.78
ukul.za,PK,4,1,2012,754,0,1,1,0,114.042881,5.45
ukul.za,N,27,3,2012,777,1,0,0,0,407.0582165,5.35
ukul.za,NP,17,2,2012,767,1,1,0,0,375.7777778,5.21
ukul.za,P,26,3,2012,776,0,1,0,0,134.2538144,5.99
ukul.za,NPK,23,3,2012,773,1,1,1,0,150.4392786,4.83
ukul.za,NPK,19,2,2012,769,1,1,1,0,176.3720172,4.89
ukul.za,K,7,1,2012,757,0,0,1,0,25.71570865,5.5
ukul.za,Control,8,1,2012,758,0,0,0,0,286.0002849,5.87
ukul.za,Control,20,2,2012,770,0,0,0,0,274.6079927,5.85
ukul.za,NPK,15,2,2012,765,1,1,1,0,219.8745202,5.1
ukul.za,NPK,2,1,2012,752,1,1,1,0,100.6606984,5.03
ukul.za,Control,12,2,2012,762,0,0,0,0,60.87026861,5.72
unc.us,PK,7,1,2011,337,0,1,1,0,72.2824972,5.78
unc.us,NP,19,2,2011,349,1,1,0,0,184.0175192,5.42
unc.us,PK,24,3,2011,354,0,1,1,0,72.26634198,5.41
unc.us,Control,14,2,2011,344,0,0,0,0,198.0959115,5.59
unc.us,N,27,3,2011,357,1,0,0,0,124.8733975,5.69
unc.us,N,5,1,2011,335,1,0,0,0,170.7734242,5.63
unc.us,Fence,28,1,2011,358,0,0,0,1,100.9261936,5.63
unc.us,P,12,2,2011,342,0,1,0,0,139.798161,5.72
unc.us,PK,11,2,2011,341,0,1,1,0,105.7738584,5.54
unc.us,NPK+Fence,8,3,2011,338,1,1,1,1,153.1795508,5.59
unc.us,NK,3,1,2011,333,1,0,1,0,106.5424431,5.47
unc.us,NPK,29,3,2011,359,1,1,1,0,192.4444691,5.58
unc.us,Fence,16,2,2011,346,0,0,0,1,197.287364,5.83
unc.us,K,15,2,2011,345,0,0,1,0,116.9164941,5.85
unc.us,NK,25,3,2011,355,1,0,1,0,110.5366867,5.42
unc.us,NPK+Fence,1,1,2011,331,1,1,1,1,76.89419124,5.44
unc.us,NK,13,2,2011,343,1,0,1,0,99.57252398,6.14
unc.us,P,9,1,2011,339,0,1,0,0,87.64290042,6.17
unc.us,NPK,10,1,2011,340,1,1,1,0,147.1523079,5.44
unc.us,K,4,1,2011,334,0,0,1,0,778.7663216,5.92
unc.us,K,30,3,2011,360,0,0,1,0,96.62214511,5.81
unc.us,Control,22,3,2011,352,0,0,0,0,140.4120825,5.66
unc.us,P,26,3,2011,356,0,1,0,0,133.5379115,6.08
unc.us,NP,21,3,2011,351,1,1,0,0,418.5252155,5.87
unc.us,NP,6,1,2011,336,1,1,0,0,147.745653,5.67
unc.us,NPK+Fence,18,2,2011,348,1,1,1,1,264.5983018,5.23
unc.us,Fence,23,3,2011,353,0,0,0,1,159.6645246,6.04
unc.us,Control,2,1,2011,332,0,0,0,0,728.7202326,6.68
unc.us,NPK,17,2,2011,347,1,1,1,0,429.5451988,5.59
unc.us,N,20,2,2011,350,1,0,0,0,96.04175651,5.42
valm.ch,P,23,3,2011,1203,0,1,0,0,839.6982425,5.87
valm.ch,Fence,19,2,2011,1199,0,0,0,1,813.1068744,6.49
valm.ch,K,22,3,2011,1202,0,0,1,0,563.0107428,6.18
valm.ch,Control,21,3,2011,1201,0,0,0,0,661.1493246,6.78
valm.ch,NK,26,3,2011,1206,1,0,1,0,773.4622701,6.05
valm.ch,NP,27,3,2011,1207,1,1,0,0,1216.95606,6
valm.ch,Fence,9,1,2011,1189,0,0,0,1,1614.696317,6.54
valm.ch,NPK+Fence,10,1,2011,1190,1,1,1,1,1829.797541,5.67
valm.ch,NPK,18,2,2011,1198,1,1,1,0,1387.928264,6.21
valm.ch,NPK+Fence,30,3,2011,1210,1,1,1,1,1866.105558,5.77
valm.ch,NPK,28,3,2011,1208,1,1,1,0,1918.041232,6.39
valm.ch,NP,17,2,2011,1197,1,1,0,0,1474.214263,NA
valm.ch,N,24,3,2011,1204,1,0,0,0,829.4168164,5.9
valm.ch,N,14,2,2011,1194,1,0,0,0,359.7151707,5.71
valm.ch,Control,11,2,2011,1191,0,0,0,0,307.5549,6.83
valm.ch,P,13,2,2011,1193,0,1,0,0,748.1635135,6.4
valm.ch,N,4,1,2011,1184,1,0,0,0,567.6901612,6.15
valm.ch,PK,5,1,2011,1185,0,1,1,0,232.752238,6.78
valm.ch,NK,16,2,2011,1196,1,0,1,0,1273.872127,6.36
valm.ch,NK,6,1,2011,1186,1,0,1,0,808.7176661,6.08
valm.ch,Fence,29,3,2011,1209,0,0,0,1,504.2312647,6.55
valm.ch,Control,1,1,2011,1181,0,0,0,0,429.303802,6.74
valm.ch,K,2,1,2011,1182,0,0,1,0,943.0635088,7.17
valm.ch,K,12,2,2011,1192,0,0,1,0,728.602847,6.82
valm.ch,PK,25,3,2011,1205,0,1,1,0,403.7855771,6.28
valm.ch,NP,7,1,2011,1187,1,1,0,0,1841.623125,6.58
valm.ch,NPK,8,1,2011,1188,1,1,1,0,290.1177945,7.11
valm.ch,P,3,1,2011,1183,0,1,0,0,738.7881735,6.36
valm.ch,PK,15,2,2011,1195,0,1,1,0,841.0897122,6.69
valm.ch,NPK+Fence,20,2,2011,1200,1,1,1,1,431.1895975,6.21
